window_index,start_time,end_time,command,confidence,ground_truth
63,15.75,18.75,STOP,0.5951,STOP
64,16.00,19.00,STOP,0.6266,STOP
65,16.25,19.25,STOP,0.6604,STOP
66,16.50,19.50,STOP,0.7161,STOP
67,16.75,19.75,STOP,0.5508,STOP
68,17.00,20.00,STOP,0.5556,STOP
69,17.25,20.25,STOP,0.5611,STOP
70,17.50,20.50,STOP,0.5012,STOP
71,17.75,20.75,STOP,0.7523,STOP
72,18.00,21.00,STOP,0.8475,STOP
73,18.25,21.25,STOP,0.8221,STOP
74,18.50,21.50,STOP,0.8273,STOP
75,18.75,21.75,STOP,0.9079,STOP
76,19.00,22.00,STOP,0.9252,STOP
77,19.25,22.25,STOP,0.8842,STOP
78,19.50,22.50,STOP,0.8419,STOP
79,19.75,22.75,STOP,0.8291,STOP
80,20.00,23.00,STOP,0.8042,STOP
81,20.25,23.25,STOP,0.7995,STOP
82,20.50,23.50,STOP,0.7814,STOP
83,20.75,23.75,STOP,0.7556,STOP
84,21.00,24.00,STOP,0.7582,STOP
85,21.25,24.25,STOP,0.5488,STOP
86,21.50,24.50,WALK,0.5515,STOP
87,21.75,24.75,WALK,0.7124,STOP
88,22.00,25.00,WALK,0.7894,STOP
89,22.25,25.25,WALK,0.6735,STOP
90,22.50,25.50,WALK,0.6149,STOP
91,22.75,25.75,STOP,0.7791,STOP
92,23.00,26.00,STOP,0.8844,STOP
93,23.25,26.25,STOP,0.6693,STOP
94,23.50,26.50,STOP,0.7575,STOP
95,23.75,26.75,STOP,0.7547,STOP
96,24.00,27.00,STOP,0.7538,STOP
97,24.25,27.25,STOP,0.8821,STOP
98,24.50,27.50,STOP,0.8643,STOP
99,24.75,27.75,STOP,0.9471,STOP
100,25.00,28.00,STOP,0.9556,STOP
101,25.25,28.25,STOP,0.9570,STOP
102,25.50,28.50,STOP,0.9771,STOP
103,25.75,28.75,STOP,0.9785,STOP
104,26.00,29.00,STOP,0.9833,STOP
105,26.25,29.25,STOP,0.9955,STOP
106,26.50,29.50,STOP,0.9948,STOP
107,26.75,29.75,STOP,0.9930,STOP
108,27.00,30.00,STOP,0.9960,STOP
109,27.25,30.25,STOP,0.9950,STOP
110,27.50,30.50,STOP,0.9935,STOP
111,27.75,30.75,STOP,0.9836,STOP
112,28.00,31.00,STOP,0.9727,STOP
113,28.25,31.25,STOP,0.9757,STOP
114,28.50,31.50,STOP,0.9762,STOP
115,28.75,31.75,STOP,0.9793,STOP
116,29.00,32.00,STOP,0.9800,STOP
117,29.25,32.25,STOP,0.9807,STOP
118,29.50,32.50,STOP,0.9745,STOP
119,29.75,32.75,STOP,0.9740,STOP
120,30.00,33.00,STOP,0.9697,STOP
121,30.25,33.25,STOP,0.9777,STOP
122,30.50,33.50,STOP,0.9845,STOP
123,30.75,33.75,STOP,0.9829,STOP
124,31.00,34.00,STOP,0.9854,STOP
125,31.25,34.25,STOP,0.9756,STOP
126,31.50,34.50,STOP,0.9803,STOP
127,31.75,34.75,STOP,0.9807,STOP
128,32.00,35.00,STOP,0.9777,STOP
129,32.25,35.25,STOP,0.9714,STOP
130,32.50,35.50,STOP,0.9581,STOP
131,32.75,35.75,STOP,0.9565,STOP
132,33.00,36.00,STOP,0.9398,STOP
133,33.25,36.25,STOP,0.9344,STOP
134,33.50,36.50,STOP,0.8766,STOP
135,33.75,36.75,STOP,0.8769,STOP
136,34.00,37.00,STOP,0.8159,STOP
137,34.25,37.25,STOP,0.8358,STOP
138,34.50,37.50,STOP,0.8300,STOP
139,34.75,37.75,STOP,0.7700,STOP
140,35.00,38.00,STOP,0.7829,STOP
141,35.25,38.25,STOP,0.8294,STOP
142,35.50,38.50,STOP,0.7412,STOP
143,35.75,38.75,STOP,0.7245,STOP
144,36.00,39.00,STOP,0.7667,STOP
145,36.25,39.25,STOP,0.7783,STOP
146,36.50,39.50,STOP,0.7869,STOP
147,36.75,39.75,STOP,0.8844,STOP
148,37.00,40.00,STOP,0.9189,STOP
149,37.25,40.25,STOP,0.9173,STOP
150,37.50,40.50,STOP,0.7939,STOP
151,37.75,40.75,STOP,0.7696,STOP
152,38.00,41.00,STOP,0.6501,STOP
153,38.25,41.25,STOP,0.6436,STOP
154,38.50,41.50,STOP,0.9015,STOP
155,38.75,41.75,STOP,0.9148,STOP
156,39.00,42.00,STOP,0.9308,STOP
157,39.25,42.25,STOP,0.8572,STOP
158,39.50,42.50,STOP,0.9155,STOP
159,39.75,42.75,STOP,0.8800,STOP
160,40.00,43.00,STOP,0.8947,STOP
161,40.25,43.25,STOP,0.9308,STOP
162,40.50,43.50,STOP,0.9655,STOP
163,40.75,43.75,STOP,0.9618,STOP
164,41.00,44.00,STOP,0.9858,STOP
165,41.25,44.25,STOP,0.9806,STOP
166,41.50,44.50,STOP,0.9707,STOP
167,41.75,44.75,STOP,0.9599,STOP
168,42.00,45.00,STOP,0.9236,STOP
169,42.25,45.25,STOP,0.9419,STOP
170,42.50,45.50,STOP,0.8738,STOP
171,42.75,45.75,STOP,0.9010,STOP
172,43.00,46.00,STOP,0.9254,STOP
173,43.25,46.25,STOP,0.9315,STOP
174,43.50,46.50,STOP,0.9096,STOP
175,43.75,46.75,STOP,0.9207,STOP
176,44.00,47.00,STOP,0.9779,STOP
177,44.25,47.25,STOP,0.9837,STOP
178,44.50,47.50,STOP,0.9840,STOP
179,44.75,47.75,STOP,0.9821,STOP
180,45.00,48.00,STOP,0.9876,STOP
181,45.25,48.25,STOP,0.9816,STOP
182,45.50,48.50,STOP,0.9888,STOP
183,45.75,48.75,STOP,0.9941,STOP
184,46.00,49.00,STOP,0.9943,STOP
185,46.25,49.25,STOP,0.9906,STOP
186,46.50,49.50,STOP,0.9827,STOP
187,46.75,49.75,STOP,0.9885,STOP
188,47.00,50.00,STOP,0.9862,STOP
189,47.25,50.25,STOP,0.9767,STOP
190,47.50,50.50,STOP,0.9812,STOP
191,47.75,50.75,STOP,0.9817,STOP
192,48.00,51.00,STOP,0.9751,STOP
193,48.25,51.25,STOP,0.9785,STOP
194,48.50,51.50,STOP,0.9697,STOP
195,48.75,51.75,STOP,0.9683,STOP
196,49.00,52.00,STOP,0.9729,STOP
197,49.25,52.25,STOP,0.9790,STOP
198,49.50,52.50,STOP,0.9875,STOP
199,49.75,52.75,STOP,0.9863,STOP
200,50.00,53.00,STOP,0.9561,STOP
201,50.25,53.25,STOP,0.9519,STOP
202,50.50,53.50,STOP,0.9526,STOP
203,50.75,53.75,STOP,0.9603,STOP
204,51.00,54.00,STOP,0.9571,STOP
205,51.25,54.25,STOP,0.9116,STOP
206,51.50,54.50,STOP,0.8804,STOP
207,51.75,54.75,STOP,0.9124,STOP
208,52.00,55.00,STOP,0.9386,STOP
209,52.25,55.25,STOP,0.9567,STOP
210,52.50,55.50,STOP,0.9555,STOP
211,52.75,55.75,STOP,0.9347,STOP
212,53.00,56.00,STOP,0.9521,STOP
213,53.25,56.25,STOP,0.9612,STOP
214,53.50,56.50,STOP,0.9663,STOP
215,53.75,56.75,STOP,0.9685,STOP
216,54.00,57.00,STOP,0.9873,STOP
217,54.25,57.25,STOP,0.9891,STOP
218,54.50,57.50,STOP,0.9855,STOP
219,54.75,57.75,STOP,0.9920,STOP
220,55.00,58.00,STOP,0.9915,STOP
221,55.25,58.25,STOP,0.9914,STOP
222,55.50,58.50,STOP,0.9920,STOP
223,55.75,58.75,STOP,0.9891,STOP
224,56.00,59.00,STOP,0.9851,STOP
225,56.25,59.25,STOP,0.9681,STOP
226,56.50,59.50,STOP,0.9384,STOP
227,56.75,59.75,STOP,0.9282,STOP
228,57.00,60.00,STOP,0.8861,STOP
229,57.25,60.25,STOP,0.9020,STOP
230,57.50,60.50,STOP,0.9215,WALK
231,57.75,60.75,STOP,0.8141,WALK
232,58.00,61.00,STOP,0.7277,WALK
233,58.25,61.25,STOP,0.5005,WALK
234,58.50,61.50,WALK,0.6561,WALK
235,58.75,61.75,WALK,0.7287,WALK
236,59.00,62.00,WALK,0.8872,WALK
237,59.25,62.25,WALK,0.9422,WALK
238,59.50,62.50,WALK,0.9563,WALK
239,59.75,62.75,WALK,0.9627,WALK
240,60.00,63.00,WALK,0.9702,WALK
241,60.25,63.25,WALK,0.9821,WALK
242,60.50,63.50,WALK,0.9690,WALK
243,60.75,63.75,WALK,0.9497,WALK
244,61.00,64.00,WALK,0.9005,WALK
245,61.25,64.25,WALK,0.8533,WALK
246,61.50,64.50,WALK,0.8143,WALK
247,61.75,64.75,WALK,0.7896,WALK
248,62.00,65.00,WALK,0.5487,WALK
249,62.25,65.25,WALK,0.5023,WALK
250,62.50,65.50,WALK,0.8126,WALK
251,62.75,65.75,WALK,0.9113,WALK
252,63.00,66.00,WALK,0.9872,WALK
253,63.25,66.25,WALK,0.9975,WALK
254,63.50,66.50,WALK,0.9983,WALK
255,63.75,66.75,WALK,0.9975,WALK
256,64.00,67.00,WALK,0.9983,WALK
257,64.25,67.25,WALK,0.9994,WALK
258,64.50,67.50,WALK,0.9990,WALK
259,64.75,67.75,WALK,0.9948,WALK
260,65.00,68.00,WALK,0.9919,WALK
261,65.25,68.25,WALK,0.9828,WALK
262,65.50,68.50,WALK,0.9686,WALK
263,65.75,68.75,WALK,0.9572,WALK
264,66.00,69.00,WALK,0.9370,WALK
265,66.25,69.25,WALK,0.6768,WALK
266,66.50,69.50,WALK,0.5910,WALK
267,66.75,69.75,WALK,0.7214,WALK
268,67.00,70.00,WALK,0.9714,WALK
269,67.25,70.25,WALK,0.9733,WALK
270,67.50,70.50,WALK,0.9888,WALK
271,67.75,70.75,WALK,0.9971,WALK
272,68.00,71.00,WALK,0.9996,WALK
273,68.25,71.25,WALK,0.9997,WALK
274,68.50,71.50,WALK,0.9989,WALK
275,68.75,71.75,WALK,0.9989,WALK
276,69.00,72.00,WALK,0.9994,WALK
277,69.25,72.25,WALK,0.9997,WALK
278,69.50,72.50,WALK,0.9998,WALK
279,69.75,72.75,WALK,0.9994,WALK
280,70.00,73.00,WALK,0.9990,WALK
281,70.25,73.25,WALK,0.9996,STOP
282,70.50,73.50,WALK,0.9997,STOP
283,70.75,73.75,WALK,0.9997,STOP
284,71.00,74.00,WALK,0.9997,STOP
285,71.25,74.25,WALK,0.9997,STOP
286,71.50,74.50,WALK,0.9998,STOP
287,71.75,74.75,WALK,0.9997,STOP
288,72.00,75.00,WALK,0.9996,STOP
289,72.25,75.25,WALK,0.9997,STOP
290,72.50,75.50,WALK,0.9996,STOP
291,72.75,75.75,WALK,0.9990,STOP
292,73.00,76.00,WALK,0.9957,STOP
293,73.25,76.25,WALK,0.9804,STOP
294,73.50,76.50,WALK,0.8777,STOP
295,73.75,76.75,WALK,0.7152,STOP
296,74.00,77.00,STOP,0.8132,STOP
297,74.25,77.25,STOP,0.9034,STOP
298,74.50,77.50,STOP,0.9643,STOP
299,74.75,77.75,STOP,0.9520,STOP
300,75.00,78.00,STOP,0.9652,STOP
301,75.25,78.25,STOP,0.9574,STOP
302,75.50,78.50,STOP,0.9528,STOP
303,75.75,78.75,STOP,0.9382,STOP
304,76.00,79.00,STOP,0.9560,STOP
305,76.25,79.25,STOP,0.9588,STOP
306,76.50,79.50,STOP,0.9651,STOP
307,76.75,79.75,STOP,0.9674,STOP
308,77.00,80.00,STOP,0.9649,STOP
309,77.25,80.25,STOP,0.9665,STOP
310,77.50,80.50,STOP,0.9545,STOP
311,77.75,80.75,STOP,0.9807,STOP
312,78.00,81.00,STOP,0.9808,STOP
313,78.25,81.25,STOP,0.9809,STOP
314,78.50,81.50,STOP,0.9824,STOP
315,78.75,81.75,STOP,0.9817,STOP
316,79.00,82.00,STOP,0.9487,STOP
317,79.25,82.25,STOP,0.9423,STOP
318,79.50,82.50,STOP,0.8900,STOP
319,79.75,82.75,STOP,0.9043,STOP
320,80.00,83.00,STOP,0.8201,STOP
321,80.25,83.25,STOP,0.7846,STOP
322,80.50,83.50,STOP,0.8059,STOP
323,80.75,83.75,STOP,0.8581,STOP
324,81.00,84.00,STOP,0.8687,STOP
325,81.25,84.25,STOP,0.9175,STOP
326,81.50,84.50,STOP,0.9522,STOP
327,81.75,84.75,STOP,0.9692,STOP
328,82.00,85.00,STOP,0.9879,STOP
329,82.25,85.25,STOP,0.9898,STOP
330,82.50,85.50,STOP,0.9953,STOP
331,82.75,85.75,STOP,0.9951,STOP
332,83.00,86.00,STOP,0.9969,STOP
333,83.25,86.25,STOP,0.9963,STOP
334,83.50,86.50,STOP,0.9967,STOP
335,83.75,86.75,STOP,0.9969,STOP
336,84.00,87.00,STOP,0.9970,WALK
337,84.25,87.25,STOP,0.9949,WALK
338,84.50,87.50,STOP,0.9936,WALK
339,84.75,87.75,STOP,0.9921,WALK
340,85.00,88.00,STOP,0.9888,WALK
341,85.25,88.25,STOP,0.9832,WALK
342,85.50,88.50,STOP,0.9499,WALK
343,85.75,88.75,STOP,0.9378,WALK
344,86.00,89.00,STOP,0.8267,WALK
345,86.25,89.25,STOP,0.6215,WALK
346,86.50,89.50,WALK,0.5432,WALK
347,86.75,89.75,WALK,0.6120,WALK
348,87.00,90.00,WALK,0.9423,WALK
349,87.25,90.25,WALK,0.9819,WALK
350,87.50,90.50,WALK,0.9913,WALK
351,87.75,90.75,WALK,0.9933,WALK
352,88.00,91.00,WALK,0.9955,WALK
353,88.25,91.25,WALK,0.9976,WALK
354,88.50,91.50,WALK,0.9952,WALK
355,88.75,91.75,WALK,0.9968,WALK
356,89.00,92.00,WALK,0.9704,WALK
357,89.25,92.25,WALK,0.9640,WALK
358,89.50,92.50,WALK,0.9739,WALK
359,89.75,92.75,WALK,0.9872,WALK
360,90.00,93.00,WALK,0.9471,WALK
361,90.25,93.25,WALK,0.9258,WALK
362,90.50,93.50,WALK,0.9019,WALK
363,90.75,93.75,WALK,0.8567,WALK
364,91.00,94.00,WALK,0.9147,WALK
365,91.25,94.25,WALK,0.8875,WALK
366,91.50,94.50,WALK,0.8309,WALK
367,91.75,94.75,WALK,0.6889,WALK
368,92.00,95.00,WALK,0.7630,WALK
369,92.25,95.25,WALK,0.9179,WALK
370,92.50,95.50,WALK,0.9529,WALK
371,92.75,95.75,WALK,0.9837,WALK
372,93.00,96.00,WALK,0.9887,WALK
373,93.25,96.25,WALK,0.9799,WALK
374,93.50,96.50,WALK,0.9538,WALK
375,93.75,96.75,WALK,0.9616,WALK
376,94.00,97.00,WALK,0.8543,WALK
377,94.25,97.25,WALK,0.8666,WALK
378,94.50,97.50,WALK,0.7377,WALK
379,94.75,97.75,WALK,0.6744,WALK
380,95.00,98.00,WALK,0.7927,WALK
381,95.25,98.25,WALK,0.5387,WALK
382,95.50,98.50,WALK,0.9335,WALK
383,95.75,98.75,WALK,0.9677,WALK
384,96.00,99.00,WALK,0.9374,WALK
385,96.25,99.25,WALK,0.9333,WALK
386,96.50,99.50,WALK,0.9162,WALK
387,96.75,99.75,WALK,0.6082,STOP
388,97.00,100.00,STOP,0.5511,STOP
389,97.25,100.25,STOP,0.6850,STOP
390,97.50,100.50,STOP,0.6798,STOP
391,97.75,100.75,WALK,0.5838,STOP
392,98.00,101.00,WALK,0.6671,STOP
393,98.25,101.25,WALK,0.8340,STOP
394,98.50,101.50,WALK,0.8701,STOP
395,98.75,101.75,WALK,0.8986,STOP
396,99.00,102.00,WALK,0.8708,STOP
397,99.25,102.25,WALK,0.7177,STOP
398,99.50,102.50,WALK,0.8468,STOP
399,99.75,102.75,WALK,0.8868,STOP
400,100.00,103.00,WALK,0.8622,STOP
401,100.25,103.25,STOP,0.5116,STOP
402,100.50,103.50,STOP,0.7884,STOP
403,100.75,103.75,STOP,0.7291,STOP
404,101.00,104.00,STOP,0.5660,STOP
405,101.25,104.25,WALK,0.5529,STOP
406,101.50,104.50,WALK,0.5710,STOP
407,101.75,104.75,WALK,0.5033,STOP
408,102.00,105.00,STOP,0.6353,STOP
409,102.25,105.25,STOP,0.6048,STOP
410,102.50,105.50,STOP,0.6431,STOP
411,102.75,105.75,STOP,0.5473,STOP
412,103.00,106.00,STOP,0.6828,STOP
413,103.25,106.25,STOP,0.8030,STOP
414,103.50,106.50,STOP,0.8332,STOP
415,103.75,106.75,STOP,0.9092,STOP
416,104.00,107.00,STOP,0.8943,STOP
417,104.25,107.25,STOP,0.8767,STOP
418,104.50,107.50,STOP,0.8862,STOP
419,104.75,107.75,STOP,0.9139,STOP
420,105.00,108.00,STOP,0.9288,STOP
421,105.25,108.25,STOP,0.9713,STOP
422,105.50,108.50,STOP,0.9904,STOP
423,105.75,108.75,STOP,0.9953,STOP
424,106.00,109.00,STOP,0.9974,STOP
425,106.25,109.25,STOP,0.9978,STOP
426,106.50,109.50,STOP,0.9978,STOP
427,106.75,109.75,STOP,0.9898,STOP
428,107.00,110.00,STOP,0.9802,STOP
429,107.25,110.25,STOP,0.9381,STOP
430,107.50,110.50,STOP,0.9189,STOP
431,107.75,110.75,STOP,0.8794,STOP
432,108.00,111.00,STOP,0.7812,STOP
433,108.25,111.25,STOP,0.6868,STOP
434,108.50,111.50,STOP,0.5615,STOP
435,108.75,111.75,STOP,0.6125,STOP
436,109.00,112.00,STOP,0.7698,STOP
437,109.25,112.25,STOP,0.8275,STOP
438,109.50,112.50,STOP,0.6243,STOP
439,109.75,112.75,STOP,0.6483,STOP
440,110.00,113.00,STOP,0.6654,STOP
441,110.25,113.25,STOP,0.7397,STOP
442,110.50,113.50,STOP,0.7550,STOP
443,110.75,113.75,WALK,0.6588,STOP
444,111.00,114.00,WALK,0.8073,STOP
445,111.25,114.25,WALK,0.8409,STOP
446,111.50,114.50,WALK,0.7814,STOP
447,111.75,114.75,WALK,0.5739,STOP
448,112.00,115.00,STOP,0.6548,STOP
449,112.25,115.25,STOP,0.7004,STOP
450,112.50,115.50,STOP,0.6707,STOP
451,112.75,115.75,STOP,0.7349,STOP
452,113.00,116.00,STOP,0.7238,STOP
453,113.25,116.25,STOP,0.6448,STOP
454,113.50,116.50,STOP,0.5156,STOP
455,113.75,116.75,STOP,0.5922,STOP
456,114.00,117.00,STOP,0.5706,STOP
457,114.25,117.25,STOP,0.6454,STOP
458,114.50,117.50,STOP,0.6515,STOP
459,114.75,117.75,STOP,0.8393,STOP
460,115.00,118.00,STOP,0.8888,STOP
461,115.25,118.25,STOP,0.9495,STOP
462,115.50,118.50,STOP,0.9698,WALK
463,115.75,118.75,STOP,0.9558,WALK
464,116.00,119.00,STOP,0.9417,WALK
465,116.25,119.25,STOP,0.9003,WALK
466,116.50,119.50,STOP,0.8058,WALK
467,116.75,119.75,STOP,0.7287,WALK
468,117.00,120.00,STOP,0.7643,WALK
469,117.25,120.25,STOP,0.5607,WALK
470,117.50,120.50,STOP,0.6080,WALK
471,117.75,120.75,STOP,0.5837,WALK
472,118.00,121.00,WALK,0.6814,WALK
473,118.25,121.25,WALK,0.7205,WALK
474,118.50,121.50,WALK,0.8703,WALK
475,118.75,121.75,WALK,0.8290,WALK
476,119.00,122.00,WALK,0.8099,WALK
477,119.25,122.25,WALK,0.8742,WALK
478,119.50,122.50,WALK,0.9228,WALK
479,119.75,122.75,WALK,0.9634,WALK
480,120.00,123.00,WALK,0.9803,WALK
481,120.25,123.25,WALK,0.9873,WALK
482,120.50,123.50,WALK,0.9899,WALK
483,120.75,123.75,WALK,0.9967,WALK
484,121.00,124.00,WALK,0.9951,WALK
485,121.25,124.25,WALK,0.9877,WALK
486,121.50,124.50,WALK,0.9087,WALK
487,121.75,124.75,WALK,0.8810,WALK
488,122.00,125.00,WALK,0.8122,WALK
489,122.25,125.25,WALK,0.5229,WALK
490,122.50,125.50,STOP,0.7439,WALK
491,122.75,125.75,STOP,0.7605,WALK
492,123.00,126.00,STOP,0.8168,WALK
493,123.25,126.25,STOP,0.8939,WALK
494,123.50,126.50,STOP,0.9092,WALK
495,123.75,126.75,STOP,0.8469,WALK
496,124.00,127.00,WALK,0.5638,WALK
497,124.25,127.25,WALK,0.7775,WALK
498,124.50,127.50,WALK,0.6662,WALK
499,124.75,127.75,WALK,0.7869,WALK
500,125.00,128.00,WALK,0.8649,WALK
501,125.25,128.25,WALK,0.9711,WALK
502,125.50,128.50,WALK,0.9965,WALK
503,125.75,128.75,WALK,0.9983,WALK
504,126.00,129.00,WALK,0.9991,WALK
505,126.25,129.25,WALK,0.9971,WALK
506,126.50,129.50,WALK,0.9836,WALK
507,126.75,129.75,WALK,0.9910,WALK
508,127.00,130.00,WALK,0.9971,WALK
509,127.25,130.25,WALK,0.9958,WALK
510,127.50,130.50,WALK,0.9973,WALK
511,127.75,130.75,WALK,0.9980,WALK
512,128.00,131.00,WALK,0.9991,WALK
513,128.25,131.25,WALK,0.9993,WALK
514,128.50,131.50,WALK,0.9973,WALK
515,128.75,131.75,WALK,0.9904,WALK
516,129.00,132.00,WALK,0.9220,WALK
517,129.25,132.25,WALK,0.7274,WALK
518,129.50,132.50,WALK,0.8477,WALK
519,129.75,132.75,WALK,0.8965,WALK
520,130.00,133.00,WALK,0.9574,WALK
521,130.25,133.25,WALK,0.9877,WALK
522,130.50,133.50,WALK,0.9983,WALK
523,130.75,133.75,WALK,0.9998,WALK
524,131.00,134.00,WALK,1.0000,WALK
525,131.25,134.25,WALK,1.0000,WALK
526,131.50,134.50,WALK,1.0000,WALK
527,131.75,134.75,WALK,1.0000,WALK
528,132.00,135.00,WALK,1.0000,WALK
529,132.25,135.25,WALK,1.0000,WALK
530,132.50,135.50,WALK,1.0000,WALK
531,132.75,135.75,WALK,1.0000,WALK
532,133.00,136.00,WALK,1.0000,WALK
533,133.25,136.25,WALK,0.9999,STOP
534,133.50,136.50,WALK,0.9999,STOP
535,133.75,136.75,WALK,0.9998,STOP
536,134.00,137.00,WALK,0.9998,STOP
537,134.25,137.25,WALK,0.9999,STOP
538,134.50,137.50,WALK,0.9999,STOP
539,134.75,137.75,WALK,0.9997,STOP
540,135.00,138.00,WALK,0.9882,STOP
541,135.25,138.25,WALK,0.9652,STOP
542,135.50,138.50,WALK,0.8065,STOP
543,135.75,138.75,WALK,0.5664,STOP
544,136.00,139.00,WALK,0.5998,STOP
545,136.25,139.25,WALK,0.5981,STOP
546,136.50,139.50,WALK,0.6671,STOP
547,136.75,139.75,WALK,0.7420,STOP
548,137.00,140.00,WALK,0.7810,STOP
549,137.25,140.25,WALK,0.7093,STOP
550,137.50,140.50,WALK,0.6610,STOP
551,137.75,140.75,WALK,0.7470,STOP
552,138.00,141.00,WALK,0.7862,STOP
553,138.25,141.25,STOP,0.5757,STOP
554,138.50,141.50,STOP,0.5562,STOP
555,138.75,141.75,STOP,0.6071,STOP
556,139.00,142.00,STOP,0.7103,STOP
557,139.25,142.25,STOP,0.6867,STOP
558,139.50,142.50,STOP,0.7801,STOP
559,139.75,142.75,STOP,0.7685,STOP
560,140.00,143.00,STOP,0.8137,STOP
561,140.25,143.25,STOP,0.5834,STOP
562,140.50,143.50,STOP,0.7320,STOP
563,140.75,143.75,STOP,0.9485,STOP
564,141.00,144.00,STOP,0.9702,STOP
565,141.25,144.25,STOP,0.9679,STOP
566,141.50,144.50,STOP,0.9571,STOP
567,141.75,144.75,STOP,0.9511,STOP
568,142.00,145.00,STOP,0.9308,STOP
569,142.25,145.25,STOP,0.9478,STOP
570,142.50,145.50,STOP,0.9546,STOP
571,142.75,145.75,STOP,0.9527,STOP
572,143.00,146.00,STOP,0.9527,STOP
573,143.25,146.25,STOP,0.9583,STOP
574,143.50,146.50,STOP,0.9366,STOP
575,143.75,146.75,STOP,0.9363,STOP
576,144.00,147.00,STOP,0.9624,STOP
577,144.25,147.25,STOP,0.8679,STOP
578,144.50,147.50,STOP,0.7170,STOP
579,144.75,147.75,WALK,0.7057,STOP
580,145.00,148.00,WALK,0.8141,STOP
581,145.25,148.25,WALK,0.8150,STOP
582,145.50,148.50,WALK,0.8238,STOP
583,145.75,148.75,WALK,0.8280,STOP
584,146.00,149.00,WALK,0.8284,STOP
585,146.25,149.25,WALK,0.6881,STOP
586,146.50,149.50,WALK,0.5415,STOP
587,146.75,149.75,STOP,0.5789,STOP
588,147.00,150.00,STOP,0.5019,STOP
589,147.25,150.25,STOP,0.6906,STOP
590,147.50,150.50,STOP,0.7760,STOP
591,147.75,150.75,STOP,0.7642,STOP
592,148.00,151.00,STOP,0.7479,STOP
593,148.25,151.25,WALK,0.5287,STOP
594,148.50,151.50,WALK,0.7529,STOP
595,148.75,151.75,WALK,0.7114,STOP
596,149.00,152.00,WALK,0.6310,STOP
597,149.25,152.25,WALK,0.7400,STOP
598,149.50,152.50,WALK,0.7028,STOP
599,149.75,152.75,WALK,0.6985,STOP
600,150.00,153.00,WALK,0.5618,STOP
601,150.25,153.25,WALK,0.5434,STOP
602,150.50,153.50,WALK,0.5841,STOP
603,150.75,153.75,WALK,0.5982,STOP
604,151.00,154.00,WALK,0.5891,STOP
605,151.25,154.25,STOP,0.6020,STOP
